School Code,Teacher,Year,Tree ID,Species Code,50% Bud Burst
TMH,Senechal,2007,10,BO,137
TMH,Senechal,2007,11,WO,127
TMH,Senechal,2007,12,RO,125
TMH,Senechal,2007,13,RO,128
TMH,Senechal,2008,1,SM,115
TMH,Senechal,2008,2,BO,NA
TMH,Senechal,2008,3,SM,NA
TMH,Senechal,2008,4,SM,NA
TMH,Senechal,2008,5,BO,NA
TMH,Senechal,2008,6,RO,NA
TMH,Senechal,2008,7,PO,NA
TMH,Senechal,2008,8,RO,121
TMH,Senechal,2008,10,BO,NA
TMH,Senechal,2008,11,WO,141
TMH,Senechal,2008,12,RO,127
TMH,Senechal,2008,13,RO,141
TMH,Senechal,2008,14,RO,129
TMH,Senechal,2009,1,SM,140
TMH,Senechal,2009,3,SM,113
TMH,Senechal,2009,4,RM,113
TMH,Senechal,2009,6,RO,NA
TMH,Senechal,2009,7,PO,140
TMH,Senechal,2009,8,RO,NA
TMH,Senechal,2009,10,BO,138
TMH,Senechal,2009,11,WO,NA
TMH,Senechal,2009,12,RO,129
TMH,Senechal,2009,13,RO,121
TMH,Senechal,2009,14,RO,121
TMH,Senechal,2009,16,RO,NA
TMH,Senechal,2009,17,RO,NA
TMH,Senechal,2010,1,SM,100
TMH,Senechal,2010,3,SM,NA
TMH,Senechal,2010,4,RM,107
TMH,Senechal,2010,7,PO,128
TMH,Senechal,2010,8,RO,104
TMH,Senechal,2010,10,BO,108
TMH,Senechal,2010,12,RO,112
TMH,Senechal,2010,13,RO,113
TMH,Senechal,2010,14,RO,113
TMH,Senechal,2010,15,RO,104
TMH,Senechal,2010,16,RO,113
TMH,Senechal,2010,17,RO,138
TMH,Senechal,2010,18,WO,118
TMH,Senechal,2011,21,SM,123
TMH,Senechal,2011,22,RM,137
TMH,Senechal,2011,23,SM,126
TMH,Senechal,2011,24,RO,126
TMH,Senechal,2011,25,RM,123
TMH,Senechal,2011,26,SM,122
TMH,Senechal,2011,27,RO,122
TMH,Senechal,2011,28,RO,123
TMH,Senechal,2011,29,RO,125
TMH,Senechal,2011,30,RO,122
TMH,Senechal,2011,31,RO,125
TMH,Senechal,2011,32,RO,127
TMH,Senechal,2012,33,SM,128
TMH,Senechal,2012,35,BO,108
TMH,Senechal,2012,37,RM,108
TMH,Senechal,2012,38,RM,108
TMH,Senechal,2012,39,BO,124
TMH,Senechal,2012,40,SM,108
TMH,Senechal,2012,41,BO,127
TMH,Senechal,2012,42,SM,109
TTE,Christen,2010,1,WO,119
TTE,Christen,2010,2,BE,120
TTE,Christen,2010,3,WO,147
TTE,Christen,2010,4,RM,147
TTE,Christen,2010,5,WO,123
TTE,Orsini,2010,11,TA,128
TTE,Orsini,2010,12,RO,NA
TTE,Orsini,2010,13,RO,125
TTE,Orsini,2010,14,RO,NA
TTE,Orsini,2010,15,SM,NA
TTE,Orsini,2010,16,SM,NA
TTE,Orsini,2010,17,EL,NA
TTE,Orsini,2010,18,EL,NA
TTE,Orsini,2010,19,GA,NA
UPH,Dwyer,2009,1,WA,117
UPH,Dwyer,2009,2,WA,NA
UPH,Dwyer,2009,3,WA,115
UPH,Dwyer,2009,4,NM,116
UPH,Dwyer,2009,6,SV,116
UPH,Dwyer,2009,7,WA,116
UPH,Dwyer,2009,8,NM,115
UPH,Dwyer,2009,9,WM,122
UPH,Dwyer,2009,10,WM,123
UPH,Dwyer,2009,11,RM,NA
UPH,Dwyer,2009,13,RM,116
UPH,Dwyer,2009,14,RM,NA
UPH,Dwyer,2009,15,SM,129
UPH,Dwyer,2009,16,SM,130
UPH,Dwyer,2009,17,SM,127
UPH,Dwyer,2009,18,SM,119
UPH,Dwyer,2009,19,SM,129
UPH,Dwyer,2011,13,RM,119
UPH,Dwyer,2011,14,RM,118
UPH,Dwyer,2011,15,SM,122
UPH,Dwyer,2011,16,SM,NA
UPH,Dwyer,2011,18,SM,124
UPH,Dwyer,2011,19,SM,122
VLM,Feynman,2013,1,PC,117
VLM,Feynman,2013,2,PC,121
VLM,Feynman,2013,3,SO,NA
VLM,Feynman,2013,4,AS,116
VLM,Feynman,2013,5,EC,108
VLM,Feynman,2013,6,MS,115
VLM,Feynman,2013,7,SO,117
VLM,Feynman,2013,10,SM,108
WAM,Plickert,2009,1,RM,119
WAM,Plickert,2009,2,X1,116
WAM,Plickert,2009,3,RO,122
WAM,Plickert,2009,4,RM,117
WAM,Plickert,2009,5,RO,126
WAM,Plickert,2009,6,WA,139
WAM,Plickert,2009,7,WA,126
WAM,Plickert,2009,8,YW,NA
WCS,Lejeune,2005,1,BE,124
WCS,Lejeune,2005,2,BB,128
WCS,Lejeune,2005,3,RO,140
WCS,Lejeune,2005,4,SM,118
WCS,Lejeune,2005,5,ST,NA
WMH,McKnight,2014,8,BO,127
WMH,McKnight,2014,45,RM,127
WMH,McKnight,2014,46,RO,127
WNM,Lucia,2012,1,SM,111
WNM,Lucia,2012,2,TP,107
WNM,Lucia,2012,3,PO,110
WNM,Lucia,2012,4,HL,110
WNM,Lucia,2012,5,RM,110
WNM,Lucia,2012,6,AS,NA
WNM,Lucia,2012,7,SH,106
WNM,Lucia,2012,9,RO,128
WNM,Lucia,2012,10,MC,NA
WNM,Lucia,2013,2,TP,119
WNM,Lucia,2013,3,PO,135
WNM,Lucia,2013,4,HL,122
WNM,Lucia,2013,5,RM,109
WNM,Lucia,2013,7,SH,137
WNM,Lucia,2013,11,AL,112
WNM,Lucia,2013,12,BG,122
WNM,Lucia,2013,13,EC,122
WNM,Lucia,2013,14,SW,121
WNM,Lucia,2013,15,EC,111
WNM,Lucia,2015,3,PO,NA
WNM,Lucia,2015,11,AL,NA
WNM,Lucia,2015,12,BG,NA
WNM,Lucia,2015,13,EC,NA
WNM,Lucia,2015,14,SW,NA
WNM,Lucia,2015,17,SM,NA
WNM,Lucia,2015,18,AP,NA
WNM,Lucia,2015,19,RM,NA
WNM,Lucia,2015,20,BB,NA
WRH,LeSage,2013,1,SM,140
WRH,LeSage,2013,8,SM,122
WRH,LeSage,2013,9,SM,126
WRH,LeSage,2013,20,AP,122
WRH,LeSage,2013,21,ES,126
WRH,LeSage,2013,22,AP,122
WRH,LeSage,2014,1,SM,131
WRH,LeSage,2014,8,SM,131
WRH,LeSage,2014,9,SM,134
WRH,LeSage,2014,22,AP,133
WRH,LeSage,2015,1,SM,NA
WRH,LeSage,2015,8,SM,125
WRH,LeSage,2015,22,AP,123
WRH,LeSage,2015,27,SM,127
WSM,Greene,2008,1,WB,115
WSM,Greene,2008,2,TA,114
WSM,Greene,2008,3,BE,126
WSM,Greene,2008,4,RO,121
WSM,Greene,2008,5,RM,NA
WSM,Greene,2008,6,SM,NA
WSM,Greene,2008,7,BB,114
WSM,Greene,2008,8,BC,121
WSM,Greene,2008,9,BB,114
WSM,Greene,2008,10,BE,126
WSM,Greene,2008,11,RM,117
WSM,Greene,2008,12,HL,121
WSM,Greene,2008,13,SM,121
WSM,Greene,2008,14,SA,NA
WSM,Greene,2008,15,TA,121
WSM,Greene,2009,1,WB,124
WSM,Greene,2009,2,RO,138
WSM,Greene,2009,3,BE,121
WSM,Greene,2009,4,RO,138
WSM,Greene,2009,5,RM,129
WSM,Greene,2009,6,SM,128
WSM,Greene,2009,7,BB,120
WSM,Greene,2009,8,BC,120
WSM,Greene,2009,9,BB,118
WSM,Greene,2009,10,BE,124
WSM,Greene,2009,11,RM,115
WSM,Greene,2009,12,HL,118
WSM,Greene,2009,13,SM,122
WSM,Greene,2009,14,SA,128
WSM,Greene,2009,15,TA,138
WSM,Greene,2010,1,WB,102
WSM,Greene,2010,2,RO,132
WSM,Greene,2010,3,BE,121
WSM,Greene,2010,4,RO,119
WSM,Greene,2010,5,RM,117
WSM,Greene,2010,6,SM,125
WSM,Greene,2010,7,BB,110
WSM,Greene,2010,8,BC,104
WSM,Greene,2010,9,BB,106
WSM,Greene,2010,10,BE,118
WSM,Greene,2010,11,RM,116
WSM,Greene,2010,12,HL,111
WSM,Greene,2010,13,SM,117
WSM,Greene,2010,14,SA,117
WSM,Greene,2010,15,TA,102
WSM,Greene,2011,1,WB,118
WSM,Greene,2011,2,RO,119
WSM,Greene,2011,3,BE,124
WSM,Greene,2011,4,RO,125
WSM,Greene,2011,5,SM,124
WSM,Greene,2011,6,SM,130
WSM,Greene,2011,7,BB,124
WSM,Greene,2011,8,BC,124
WSM,Greene,2011,9,BB,121
WSM,Greene,2011,10,BE,123
WSM,Greene,2011,11,RM,128
WSM,Greene,2011,12,HL,121
WSM,Greene,2011,13,SM,121
WSM,Greene,2011,14,SA,NA
WSM,Greene,2011,15,TA,122
WSM,Greene,2011,16,PH,124
WWE,Castronovo,2007,1,WA,NA
WWE,Castronovo,2007,2,PO,NA
WWE,Diamond,2007,1,WA,121
WWE,Diamond,2007,2,PO,123
WWE,Silverstone,2005,1,PC,117
WWE,Silverstone,2005,2,WO,120
WWE,Silverstone,2006,1,PC,109
WWE,Silverstone,2006,2,BT,109
WWE,Silverstone,2006,3,WO,123
WWE,Silverstone,2007,1,GB,117
WWE,Silverstone,2007,2,WO,125
